[legacy_mvp]
analyze_k_stats.py | tracked=true | legacy MVP/raw-scan path not part of current mainline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- analyze_k_stats.py

[failed_experiment_artifacts]
models/struct360a_implicit_spherical_attention.py | tracked=true | model belongs to deleted ablation or failed line | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- models/struct360a_implicit_spherical_attention.py
models/struct360c_rotation_aware_fine_refinement.py | tracked=true | model belongs to deleted ablation or failed line | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- models/struct360c_rotation_aware_fine_refinement.py

[maintenance_noise]
docs/candidate_comparison.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- docs/candidate_comparison.md
docs/performance_diagnosis.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- docs/performance_diagnosis.md
envs/base360dvo.candidate_old.lock.yml | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- envs/base360dvo.candidate_old.lock.yml
envs/base360dvo.candidate_old.pip-freeze.txt | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- envs/base360dvo.candidate_old.pip-freeze.txt
envs/base360dvo_rebuild.lock.yml | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- envs/base360dvo_rebuild.lock.yml
envs/base360dvo_rebuild.pip-freeze.txt | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- envs/base360dvo_rebuild.pip-freeze.txt
envs/pytorch.lock.yml | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- envs/pytorch.lock.yml
envs/pytorch.maint5a.audit.conda-list.txt | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- envs/pytorch.maint5a.audit.conda-list.txt
envs/pytorch.maint5a.audit.lock.yml | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- envs/pytorch.maint5a.audit.lock.yml
envs/pytorch.maint5a.audit.pip-freeze.txt | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- envs/pytorch.maint5a.audit.pip-freeze.txt
envs/pytorch.pip-freeze.txt | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- envs/pytorch.pip-freeze.txt
reports/MAINT11_current_mainline_check.json | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT11_current_mainline_check.json
reports/MAINT11_current_mainline_check.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT11_current_mainline_check.md
reports/MAINT11_current_mainline_layout_and_core_refactor_phase1.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT11_current_mainline_layout_and_core_refactor_phase1.md
reports/MAINT11_files_moved_or_wrapped.json | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT11_files_moved_or_wrapped.json
reports/MAINT11_import_refactor_smoke.json | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT11_import_refactor_smoke.json
reports/MAINT11_import_refactor_smoke.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT11_import_refactor_smoke.md
reports/MAINT1B_conda_env_finalize.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT1B_conda_env_finalize.md
reports/MAINT1_conda_and_git_cleanup_summary.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT1_conda_and_git_cleanup_summary.md
reports/MAINT1_conda_cleanup_recommendation.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT1_conda_cleanup_recommendation.md
reports/MAINT1_conda_env_inventory.json | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT1_conda_env_inventory.json
reports/MAINT1_conda_env_inventory.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT1_conda_env_inventory.md
reports/MAINT1_git_file_classification.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT1_git_file_classification.md
reports/MAINT1_git_inventory.json | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT1_git_inventory.json
reports/MAINT1_git_inventory.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT1_git_inventory.md
reports/MAINT2_batch_commit_experiment_artifacts.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT2_batch_commit_experiment_artifacts.md
reports/MAINT2_final_git_status.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT2_final_git_status.md
reports/MAINT2_git_precommit_inventory.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT2_git_precommit_inventory.md
reports/MAINT3_base360_provenance_branch_prep.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT3_base360_provenance_branch_prep.md
reports/MAINT3_final_branch_status.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT3_final_branch_status.md
reports/MAINT5A_checkpoint_pruning_candidates.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT5A_checkpoint_pruning_candidates.md
reports/MAINT5A_disk_audit_only_no_delete.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT5A_disk_audit_only_no_delete.md
reports/MAINT5A_disk_usage_inventory.json | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT5A_disk_usage_inventory.json
reports/MAINT5A_pytorch_suspected_redundant_packages.json | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT5A_pytorch_suspected_redundant_packages.json
reports/MAINT5B_disk_usage_before_after.json | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT5B_disk_usage_before_after.json
reports/MAINT5B_safe_cache_cleanup_only.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT5B_safe_cache_cleanup_only.md
reports/MAINT6_checkpoint_pruning_after_user_approval.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT6_checkpoint_pruning_after_user_approval.md
reports/MAINT6_deleted_checkpoint_manifest.json | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT6_deleted_checkpoint_manifest.json
reports/MAINT6_disk_usage_before_after.json | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT6_disk_usage_before_after.json
reports/MAINT6_pruning_plan.json | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT6_pruning_plan.json
reports/MAINT7_push_STRUCT360A_branch_or_create_patch_bundle.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT7_push_STRUCT360A_branch_or_create_patch_bundle.md
reports/MAINT8_disk_usage_depth2.txt | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT8_disk_usage_depth2.txt
reports/MAINT8_file_tree_maxdepth3.txt | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT8_file_tree_maxdepth3.txt
reports/MAINT8_project_file_classification.json | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT8_project_file_classification.json
reports/MAINT8_project_file_classification.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT8_project_file_classification.md
reports/MAINT8_recommended_project_structure.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT8_recommended_project_structure.md
reports/MAINT8_runtime_dependency_trace.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT8_runtime_dependency_trace.md
reports/MAINT8_safe_reorganization_steps.md | tracked=true | maintenance-only report noise | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/MAINT8_safe_reorganization_steps.md
reports_curated/MANIFEST.json | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/MANIFEST.json
reports_curated/README.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/README.md
reports_curated/ablations/final_ablation_baseline_comparison.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/ablations/final_ablation_baseline_comparison.md
reports_curated/ablations/thesis_three_axis_ablation.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/ablations/thesis_three_axis_ablation.md
reports_curated/audits/REPO2_untracked_experiment_artifact_resolution.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/audits/REPO2_untracked_experiment_artifact_resolution.md
reports_curated/audits/all_branch_inventory_and_classification.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/audits/all_branch_inventory_and_classification.md
reports_curated/audits/multibranch_reports_inventory.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/audits/multibranch_reports_inventory.md
reports_curated/audits/repo_remote_sync_and_hygiene_audit.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/audits/repo_remote_sync_and_hygiene_audit.md
reports_curated/baselines/external_algorithm_baseline_comparison.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/baselines/external_algorithm_baseline_comparison.md
reports_curated/baselines/orbslam3_fisheye_evaluation_report.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/baselines/orbslam3_fisheye_evaluation_report.md
reports_curated/baselines/pano_orb_vo_baseline_report.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/baselines/pano_orb_vo_baseline_report.md
reports_curated/baselines/pano_orb_vo_component_diagnostics.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/baselines/pano_orb_vo_component_diagnostics.md
reports_curated/baselines/s5_orbslam3_same_evaluator_comparison.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/baselines/s5_orbslam3_same_evaluator_comparison.md
reports_curated/diagnostics/S5D2_dense_export_convention_audit.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/diagnostics/S5D2_dense_export_convention_audit.md
reports_curated/diagnostics/s5_dense_external_export_report.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/diagnostics/s5_dense_external_export_report.md
reports_curated/diagnostics/s5_external_export_compatibility_audit.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/diagnostics/s5_external_export_compatibility_audit.md
reports_curated/environment/droidslam_environment_setup_report.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/environment/droidslam_environment_setup_report.md
reports_curated/environment/external_baseline_environment_audit.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/environment/external_baseline_environment_audit.md
reports_curated/environment/orbslam3_environment_setup_report.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/environment/orbslam3_environment_setup_report.md
reports_curated/final/final_clean_results_table.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/final/final_clean_results_table.md
reports_curated/final/final_project_mainline_summary.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/final/final_project_mainline_summary.md
reports_curated/final/final_reproducibility_guide.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/final/final_reproducibility_guide.md
reports_curated/final/final_thesis_claims_and_limitations.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/final/final_thesis_claims_and_limitations.md
reports_curated/final/thesis_experiment_section_draft.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/final/thesis_experiment_section_draft.md
reports_curated/negative_experiments/jrt1/JRT1_final_closeout_summary.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/negative_experiments/jrt1/JRT1_final_closeout_summary.md
reports_curated/negative_experiments/jrt1/JRT1b_train_cv_report.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/negative_experiments/jrt1/JRT1b_train_cv_report.md
reports_curated/negative_experiments/jrt1/JRT1c_train_cv_trajectory_proxy_report.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/negative_experiments/jrt1/JRT1c_train_cv_trajectory_proxy_report.md
reports_curated/negative_experiments/mf1/MF1_final_closeout_summary.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/negative_experiments/mf1/MF1_final_closeout_summary.md
reports_curated/negative_experiments/mf1/MF1a_chain_refiner_smoke_report.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/negative_experiments/mf1/MF1a_chain_refiner_smoke_report.md
reports_curated/negative_experiments/mf1/MF1b_train_cv_report.md | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports_curated/negative_experiments/mf1/MF1b_train_cv_report.md
scripts/batch_eval_shape_report.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/batch_eval_shape_report.py
scripts/check_triplet_transform_composition.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/check_triplet_transform_composition.py
scripts/eval_checkpoint_trajectory_repro.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/eval_checkpoint_trajectory_repro.py
scripts/eval_s10_chain_smoother_policy.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/eval_s10_chain_smoother_policy.sh
scripts/eval_s11_tmag_scale_consistency.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/eval_s11_tmag_scale_consistency.sh
scripts/eval_s12_regime_balanced_sampling.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/eval_s12_regime_balanced_sampling.sh
scripts/eval_s14_local_window_pose_graph.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/eval_s14_local_window_pose_graph.sh
scripts/eval_s15_trajectory_level_objective.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/eval_s15_trajectory_level_objective.sh
scripts/eval_s19_geometry_pretraining_probe.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/eval_s19_geometry_pretraining_probe.sh
scripts/eval_s1d5_clean_policy.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/eval_s1d5_clean_policy.sh
scripts/eval_s2b_clean_policy.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/eval_s2b_clean_policy.sh
scripts/eval_s2b_current_arch_reproduction.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/eval_s2b_current_arch_reproduction.sh
scripts/eval_s5_clean_policy.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/eval_s5_clean_policy.sh
scripts/eval_s5_current_arch_reproduction.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/eval_s5_current_arch_reproduction.sh
scripts/eval_s8_reliability_router_policy.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/eval_s8_reliability_router_policy.sh
scripts/eval_s9_regime_only_router_policy.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/eval_s9_regime_only_router_policy.sh
scripts/export_external_baseline_dataset.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/export_external_baseline_dataset.sh
scripts/inspect_o49_shape_debug.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/inspect_o49_shape_debug.py
scripts/inspect_tmag_buckets.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/inspect_tmag_buckets.py
scripts/materialize_curated_reports.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/materialize_curated_reports.sh
scripts/plot_odom_trajectory_debug.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/plot_odom_trajectory_debug.py
scripts/project_health_check.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/project_health_check.sh
scripts/run_alignment_consistent_baseline_comparison.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_alignment_consistent_baseline_comparison.sh
scripts/run_c31_anchor_smallk.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_c31_anchor_smallk.sh
scripts/run_candidate_eval.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_candidate_eval.sh
scripts/run_curriculum_odom.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_curriculum_odom.sh
scripts/run_debug_smoke.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_debug_smoke.sh
scripts/run_effect_ablation.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_effect_ablation.sh
scripts/run_external_baseline_comparison.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_external_baseline_comparison.sh
scripts/run_final_ablation_baselines.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_final_ablation_baselines.sh
scripts/run_fine_matching_ablation.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_fine_matching_ablation.sh
scripts/run_fine_stage.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_fine_stage.sh
scripts/run_o49_seqturn_focus.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_o49_seqturn_focus.sh
scripts/run_odom_small_k.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_odom_small_k.sh
scripts/run_pano_orb_vo_baseline.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_pano_orb_vo_baseline.sh
scripts/run_pano_orb_vo_component_diagnostics.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_pano_orb_vo_component_diagnostics.sh
scripts/run_s3a0_coupled_pose_residual_head_smoke.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_s3a0_coupled_pose_residual_head_smoke.sh
scripts/run_s3a0_coupled_pose_residual_head_train.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_s3a0_coupled_pose_residual_head_train.sh
scripts/run_s3a1_rot_only_residual_head_smoke.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_s3a1_rot_only_residual_head_smoke.sh
scripts/run_s3a1_rot_only_residual_head_train_cv_small.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_s3a1_rot_only_residual_head_train_cv_small.sh
scripts/run_s5_export_compatibility_audit.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_s5_export_compatibility_audit.sh
scripts/run_s5d2_dense_export_convention_audit.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_s5d2_dense_export_convention_audit.sh
scripts/run_s5d3_alignment_aware_component_audit.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_s5d3_alignment_aware_component_audit.sh
scripts/run_s5d4_tdir_reconciliation.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_s5d4_tdir_reconciliation.sh
scripts/run_s5d5_pairwise_to_dense_tdir_gap_audit.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_s5d5_pairwise_to_dense_tdir_gap_audit.sh
scripts/run_s5d6_pairwise_replay_audit.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_s5d6_pairwise_replay_audit.sh
scripts/run_serial_validation_guard.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_serial_validation_guard.sh
scripts/run_six_hour_odom_cycle.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_six_hour_odom_cycle.sh
scripts/run_t50_tmag_affine_probe.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_t50_tmag_affine_probe.sh
scripts/run_thesis_three_axis_ablation.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_thesis_three_axis_ablation.sh
scripts/run_trajectory_debug_eval.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_trajectory_debug_eval.sh
scripts/run_wide_baseline.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/run_wide_baseline.sh
scripts/select_shape_aware_checkpoint.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/select_shape_aware_checkpoint.py
scripts/summarize_odom_cycle.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/summarize_odom_cycle.py
scripts/train_s11_tmag_scale_consistency.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/train_s11_tmag_scale_consistency.sh
scripts/train_s12_regime_balanced_sampling.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/train_s12_regime_balanced_sampling.sh
scripts/train_s15_trajectory_level_objective.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/train_s15_trajectory_level_objective.sh
scripts/train_s19_geometry_pretraining.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/train_s19_geometry_pretraining.sh
scripts/verify_final_candidate.sh | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- scripts/verify_final_candidate.sh
tests/test_alignment_consistent_baseline_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_alignment_consistent_baseline_static.py
tests/test_arch2_mainline_rotation_compensated_softcorr_geometry_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_arch2_mainline_rotation_compensated_softcorr_geometry_static.py
tests/test_arch2p_parameter_sensitivity_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_arch2p_parameter_sensitivity_static.py
